Title,Title,Category,Price,Instructor,Rating,Learners,Duration_Hours,Difficulty
Online Course,Coursera,critical-thinking-sustainable-business-solutions,Free / Paid,IBM Team,5,242408,8,Beginner
"CRM: Analyze, Apply & Optimize Customer Success",Coursera,crm-analyze-apply-optimize-customer-success,Free / Paid,Google Cloud,4.692307692,13,46,Advanced
"CRM, Dados e o Futuro Centrado no Cliente",Coursera,crm-dados-e-o-futuro-centrado-no-cliente,Free / Paid,Industry Expert,4.632653061,49,47,Advanced
Online Course,Coursera,crm-integration-and-ai-for-customer-management,Free / Paid,DeepLearning.AI,4.6,292132,28,Intermediate
Online Course,Coursera,crm-strategies-analyze-design-implement,Free / Paid,Andrew Ng,3.6,197163,48,Advanced
Online Course,Coursera,cro-excellence-leading-high-performance-sales-teams,Free / Paid,IBM Team,4.9,401537,52,Advanced
Business English for Cross-cultural Communication,Coursera,cross-cultural-communication-business,Free / Paid,Jose Portilla,4.703163017,411,20,Intermediate
Cross-Cultural Communication and Management,Coursera,cross-cultural-communication-management,Free / Paid,IBM Team,4.673469388,49,56,Advanced
Cross-Cultural Virtual Spaces and Teams,Coursera,cross-cultural-virtual-spaces-teams,Free / Paid,Jose Portilla,4.416666667,12,46,Advanced
Fundamentals of Cross-Functional Collaboration,Coursera,cross-functional-collaboration-fundamentals,Free / Paid,Google Cloud,4.666666667,18,54,Advanced
Online Course,Coursera,crossfunctional-collaboration,Free / Paid,Microsoft Learn,3.9,54129,55,Advanced
Online Course,Coursera,crvsforpopulationhealth,Free / Paid,University Faculty,3.5,317664,20,Intermediate
Getting started in cryo-EM,Coursera,cryo-em,Free / Paid,Meta AI,4.904411765,272,51,Advanced
Cryptography I,Coursera,crypto,Free / Paid,University Faculty,4.800716525,4466,33,Advanced
Blockchain and Cryptocurrency Explained,Coursera,crypto-finance,Free / Paid,DeepLearning.AI,4.681865285,965,27,Intermediate
Online Course,Coursera,crypto-hashing,Free / Paid,University Faculty,4,398752,6,Beginner
Cryptography and Information Theory,Coursera,crypto-info-theory,Free / Paid,Google Cloud,4.52014652,546,56,Advanced
Online Course,Coursera,crypto101,Free / Paid,Microsoft Learn,4.2,154039,60,Advanced
Bitcoin and Cryptocurrency Technologies,Coursera,cryptocurrency,Free / Paid,Meta AI,4.629257217,3083,46,Advanced
Online Course,Coursera,cryptocurrency-ko,Free / Paid,Google Cloud,3.9,16252,34,Advanced
Cryptographic Hash and Integrity Protection,Coursera,cryptographic-hash-integrity-protection,Free / Paid,Jose Portilla,4.536842105,95,12,Intermediate
Online Course,Coursera,cryptography,Free / Paid,Google Cloud,3.7,144551,51,Advanced
Online Course,Coursera,cryptography1,Free / Paid,Andrew Ng,3.7,414579,13,Intermediate
Crystal Structures and Properties of Metals,Coursera,crystal-structures-and-properties-of-metals,Free / Paid,Meta AI,4.833333333,36,54,Advanced
Online Course,Coursera,cs-algorithms-theory-machines,Free / Paid,Meta AI,4.4,116093,54,Advanced
Object-Oriented Data Structures in C++,Coursera,cs-fundamentals-1,Free / Paid,Industry Expert,4.686758893,3036,48,Advanced
Ordered Data Structures,Coursera,cs-fundamentals-2,Free / Paid,Microsoft Learn,4.786334056,922,49,Advanced
Unordered Data Structures,Coursera,cs-fundamentals-3,Free / Paid,Google Cloud,4.726618705,556,12,Intermediate
Computer Science: Programming with a Purpose,Coursera,cs-programming-java,Free / Paid,IBM Team,4.715789474,1330,18,Intermediate
Mastering the Software Engineering Interview,Coursera,cs-tech-interview,Free / Paid,Google Cloud,4.558558559,555,20,Intermediate
Online Course,Coursera,csafe-protecting-your-information-at-home,Free / Paid,IBM Team,3.5,89196,51,Advanced
Online Course,Coursera,csc-secure-software-development-implementation-cnx0032,Free / Paid,IBM Team,4.4,171423,25,Intermediate
Online Course,Coursera,csc-secure-software-testing-maintenance-cnx0032,Free / Paid,Google Cloud,4.3,151254,60,Advanced
Online Course,Coursera,csc-software-security-essentials-cnx0032,Free / Paid,Jose Portilla,3.8,328852,21,Intermediate
C# Class Development,Coursera,csharp-class-development,Free / Paid,DeepLearning.AI,4.787878788,66,27,Intermediate
c#é«çº§ç¼ç¨,Coursera,csharp-gaoji-biancheng,Free / Paid,Industry Expert,4.75,16,6,Beginner
Scrum Master Certification: Scrum Methodologies,Coursera,csm-practice-process-management,Free / Paid,Industry Expert,4.720930233,946,51,Advanced
Online Course,Coursera,csr-strategy-analyze-implement-create-value,Free / Paid,University Faculty,4.6,120244,16,Intermediate
Computational Social Science Capstone Project,Coursera,css-capstone,Free / Paid,Andrew Ng,4.675,40,32,Advanced
Online Course,Coursera,css-design-optimize-responsive-web-pages,Free / Paid,IBM Team,4.7,382867,19,Intermediate
Online Course,Coursera,css-effects-shadows-gradients-animations,Free / Paid,Meta AI,4.5,130046,47,Advanced
Online Course,Coursera,css-projects-design-build-websites,Free / Paid,DeepLearning.AI,4.9,204806,16,Intermediate
Online Course,Coursera,css-web-page-layout-usability-and-accessibility,Free / Paid,Jose Portilla,3.7,58914,18,Intermediate
Online Course,Coursera,csye7280-mooc-uxwebdesign,Free / Paid,Microsoft Learn,3.8,468035,41,Advanced
Online Course,Coursera,cto-excellence-driving-engineering-excellence,Free / Paid,DeepLearning.AI,4.1,417785,22,Intermediate
CUDA Advanced Libraries,Coursera,cuda-advanced-libraries,Free / Paid,Microsoft Learn,3,20,37,Advanced
CUDA at Scale for the Enterprise,Coursera,cuda-at-scale-for-the-enterprise,Free / Paid,Industry Expert,3.130434783,23,52,Advanced
Cuidado de heridas en el Ã¡mbito hospitalario,Coursera,cuidado-heridas,Free / Paid,University Faculty,4.805357143,2240,53,Advanced
Cuidados y procedimientos generales en la atenciÃ³n del reciÃ©n nacido,Coursera,cuidados-del-recien-nacido,Free / Paid,DeepLearning.AI,4.771700953,1993,33,Advanced
Aprender a ser cuidador de personas con condiciones crÃ³nicas,Coursera,cuidando-a-los-cuidadores,Free / Paid,Meta AI,5,16,36,Advanced
Online Course,Coursera,culminating-project-course-in-health-informatics,Free / Paid,Google Cloud,3.6,496582,44,Advanced
Online Course,Coursera,cultivate-teamwork-and-collaboration,Free / Paid,IBM Team,4.6,386234,17,Intermediate
Online Course,Coursera,cultivating-executive-presence,Free / Paid,Meta AI,3.7,82072,58,Advanced
Online Course,Coursera,cultura-e-consumo-no-marketing-digital,Free / Paid,Meta AI,4,373980,5,Beginner
Online Course,Coursera,cultura-maya-en-yucatan,Free / Paid,Jose Portilla,3.8,353832,26,Intermediate
Online Course,Coursera,cultural-agility-for-teamwork,Free / Paid,University Faculty,3.7,61585,43,Advanced
Cultural Competence - Aboriginal Sydney,Coursera,cultural-competence-aboriginal-sydney,Free / Paid,IBM Team,4.764505119,293,29,Intermediate
Cultural impact of housing displacement gentrification,Coursera,cultural-impact-of-housing-displacement-gentrification,Free / Paid,Google Cloud,4.766666667,30,8,Beginner
Cultural intelligence: Become a global citizen,Coursera,cultural-intelligence,Free / Paid,Google Cloud,4.774774775,222,18,Intermediate
Global Impact: Cultural Psychology,Coursera,cultural-psychology-globalization,Free / Paid,Jose Portilla,4.719101124,178,34,Advanced
Online Course,Coursera,culture-matters-and-teamwork,Free / Paid,Jose Portilla,4.1,366468,54,Advanced
Online Course,Coursera,cultures-pedagogies,Free / Paid,Meta AI,3.6,125799,45,Advanced
Online Course,Coursera,curanderismo-global-traditional-healing,Free / Paid,University Faculty,4.2,360875,34,Advanced
Curanderismo:Influencias Globales de la Medicina Tradicional,Coursera,curanderismo-influencias-globales,Free / Paid,IBM Team,4.826086957,23,5,Beginner
Curanderismo: Traditional Healing Using Plants,Coursera,curanderismo-plants,Free / Paid,Andrew Ng,4.659388646,229,21,Intermediate
"Curanderismo: Traditional Healing of the Mind, Energy & Spirit",Coursera,curanderismo-traditional-healing,Free / Paid,Industry Expert,4.837209302,129,57,Advanced
Curanderismo: Traditional Healing of the Body,Coursera,curanderismo-traditional-healing-body,Free / Paid,Google Cloud,4.736363636,110,38,Advanced
Curiosity: A Necessary Ingredient for Successful Innovation,Coursera,curiosity-a-necessary-ingredient-for-successful-innovation,Free / Paid,IBM Team,4.833333333,12,13,Intermediate
Online Course,Coursera,current-issues-in-ethics-and-ai,Free / Paid,Meta AI,4.1,375028,35,Advanced
Current-Mode Control,Coursera,current-modecontrol,Free / Paid,Andrew Ng,4.863636364,22,15,Intermediate
Online Course,Coursera,custom-distributed-training-with-tensorflow,Free / Paid,Google Cloud,4.1,350775,38,Advanced
"Custom Models, Layers, and Loss Functions with TensorFlow",Coursera,custom-models-layers-loss-functions-with-tensorflow,Free / Paid,DeepLearning.AI,4.854298643,1105,52,Advanced
Customer-Centric Innovation,Coursera,customer-centric-business-innovation,Free / Paid,IBM Team,4.769230769,26,20,Intermediate
Online Course,Coursera,customer-centric-enterprise-product-lifecycle-management,Free / Paid,DeepLearning.AI,3.9,267179,21,Intermediate
Customer Centric Innovation,Coursera,customer-centric-innovation,Free / Paid,Industry Expert,4.647058824,68,36,Advanced
Managing Customer Expectations with Jagdish Sheth,Coursera,customer-centricity-with-jagdish-sheth-course-4,Free / Paid,Industry Expert,4.774193548,31,31,Advanced
Customer Data Analytics for Marketers,Coursera,customer-data-analytics,Free / Paid,Industry Expert,4.909090909,11,58,Advanced
Online Course,Coursera,customer-data-analytics-and-segmentation,Free / Paid,Industry Expert,4.2,13160,5,Beginner
ØªØ¬Ø±Ø¨Ø© Ø§ÙØ¹ÙÙØ§Ø¡ ÙØ®ÙÙ Ø§ÙÙÙÙØ©,Coursera,customer-experience-and-value-creation,Free / Paid,University Faculty,4.947916667,96,37,Advanced
Online Course,Coursera,customer-experience-in-telecommunication,Free / Paid,Microsoft Learn,3.7,320272,53,Advanced
Ø§ÙØªØ±ÙÙØ² Ø¹ÙÙ Ø§ÙØ¹ÙÙØ§Ø¡ ÙØ£Ø«Ø± Ø°ÙÙ Ø¹ÙÙ Ø§ÙØ±Ø¨Ø­ÙØ©,Coursera,customer-focus-and-its-impact-on-profitability,Free / Paid,Meta AI,4.666666667,15,14,Intermediate
Customer Insights: New Product Development Orientation,Coursera,customer-insights-orientation,Free / Paid,University Faculty,4.413461538,104,46,Advanced
Customer Relationship Management,Coursera,customer-relationship-management,Free / Paid,IBM Team,4.576470588,255,49,Advanced
Online Course,Coursera,customer-relationship-management-case-study,Free / Paid,Meta AI,4.9,334664,45,Advanced
Online Course,Coursera,customer-segmentation-k-means-model-visualize,Free / Paid,Andrew Ng,4.6,163480,31,Advanced
Ø®Ø¯ÙØ© Ø§ÙØ¹ÙÙØ§Ø¡ | Customer Service,Coursera,customer-service,Free / Paid,Meta AI,4.820083682,239,58,Advanced
Online Course,Coursera,customer-service-essentials-20-skills-for-happy-clients,Free / Paid,DeepLearning.AI,4.4,491479,37,Advanced
Ø§ÙØªÙÙØ² ÙÙ Ø®Ø¯ÙØ© ÙØ¥Ø³Ø¹Ø§Ø¯ Ø§ÙÙØªØ¹Ø§ÙÙÙÙ,Coursera,customer-service-excellence,Free / Paid,Jose Portilla,4.881987578,161,23,Intermediate
Customer Service Fundamentals,Coursera,customer-service-fundamentals,Free / Paid,IBM Team,4.764674775,1891,15,Intermediate
Customer Service in the Age of Generative AI ,Coursera,customer-service-in-the-age-of-generative-ai,Free / Paid,Jose Portilla,4.382352941,34,57,Advanced
Online Course,Coursera,customer-service-with-ai,Free / Paid,DeepLearning.AI,4.2,2498,34,Advanced
Customer Success: Conociendo al cliente,Coursera,customer-success-conociendo-al-cliente,Free / Paid,Jose Portilla,4.62,50,33,Advanced
Customer Understanding and Digital Marketing Channels,Coursera,customer-understanding-and-digital-marketing-channels,Free / Paid,University Faculty,4.723849372,239,24,Intermediate
"Customer Value, Acquisition, and Retention",Coursera,customer-value-acquisition-and-retention,Free / Paid,DeepLearning.AI,4.625,16,34,Advanced
Online Course,Coursera,customercentricity,Free / Paid,Microsoft Learn,4.4,345986,32,Advanced
Customising your models with TensorFlow 2,Coursera,customising-models-tensorflow2,Free / Paid,Jose Portilla,4.769230769,195,31,Advanced
Online Course,Coursera,cutting-edge-blockchain-security-mechanisms,Free / Paid,Andrew Ng,4.1,375231,23,Intermediate
Cutting-edge Technology in Air Conditioning System,Coursera,cutting-edge-technology-in-air-conditioning-system,Free / Paid,Meta AI,4.916666667,12,16,Intermediate
Online Course,Coursera,cyber-attack-countermeasures,Free / Paid,Microsoft Learn,4.7,13663,27,Intermediate
International Cyber Conflicts,Coursera,cyber-conflicts,Free / Paid,IBM Team,4.506769826,1551,25,Intermediate
Online Course,Coursera,cyber-espionage-and-counterintelligence,Free / Paid,Microsoft Learn,4.4,271966,41,Advanced
Cyber-Physical Systems: Modeling and Simulation,Coursera,cyber-physical-systems-1,Free / Paid,Andrew Ng,4.58490566,53,20,Intermediate
Online Course,Coursera,cyber-risk-management-strategies,Free / Paid,DeepLearning.AI,3.7,370692,52,Advanced
Online Course,Coursera,cyber-security-application-of-ai,Free / Paid,Google Cloud,4.4,352623,53,Advanced
Online Course,Coursera,cyber-security-applied-cryptography,Free / Paid,Andrew Ng,4.8,275128,59,Advanced
Online Course,Coursera,cyber-security-capstone,Free / Paid,Microsoft Learn,4,97917,56,Advanced
Online Course,Coursera,cyber-security-data-privacy,Free / Paid,University Faculty,4.7,107466,8,Beginner
Online Course,Coursera,cyber-security-data-security-information-privacy,Free / Paid,Meta AI,4.5,219167,14,Intermediate
Online Course,Coursera,cyber-security-devsecops,Free / Paid,Jose Portilla,3.9,97214,39,Advanced
Online Course,Coursera,cyber-security-digital-forensics,Free / Paid,Andrew Ng,4.5,344197,52,Advanced
Online Course,Coursera,cyber-security-domain,Free / Paid,Jose Portilla,4.7,259647,25,Intermediate
Cyber Security: Essentials,Coursera,cyber-security-essentials,Free / Paid,Jose Portilla,4.611111111,18,28,Intermediate
Online Course,Coursera,cyber-security-essentials-managers-leaders,Free / Paid,Andrew Ng,3.6,381705,34,Advanced
Online Course,Coursera,cyber-security-essentials-workplace,Free / Paid,DeepLearning.AI,3.8,97167,33,Advanced
Online Course,Coursera,cyber-security-fundamentals,Free / Paid,Industry Expert,3.6,315276,6,Beginner
Online Course,Coursera,cyber-security-grc-part-1-governance,Free / Paid,Jose Portilla,4.3,429725,10,Beginner
Online Course,Coursera,cyber-security-grc-part-2-risk-management-compliance,Free / Paid,IBM Team,4.1,468860,19,Intermediate
Online Course,Coursera,cyber-security-hashing-training-for-beginners,Free / Paid,IBM Team,4.9,25855,28,Intermediate
Online Course,Coursera,cyber-security-identity-access-management-authentication,Free / Paid,University Faculty,3.6,434626,48,Advanced
Online Course,Coursera,cyber-security-incident-response,Free / Paid,IBM Team,3.8,250207,51,Advanced
Cyber Security in Manufacturing  ,Coursera,cyber-security-manufacturing,Free / Paid,DeepLearning.AI,4.671732523,658,48,Advanced
Online Course,Coursera,cyber-security-mobile-security,Free / Paid,DeepLearning.AI,3.7,157340,48,Advanced
Online Course,Coursera,cyber-security-security-ai,Free / Paid,Andrew Ng,4.3,486854,43,Advanced
Cyber Threat Hunting,Coursera,cyber-threat-hunting,Free / Paid,Google Cloud,4.522058824,136,60,Advanced
Online Course,Coursera,cyber-threats-and-network-security-foundations,Free / Paid,Andrew Ng,4.8,356417,12,Intermediate
Cyber Threats and Attack Vectors,Coursera,cyber-threats-attack-vectors,Free / Paid,IBM Team,4.685925926,675,26,Intermediate
Online Course,Coursera,cyber-threats-training-for-beginners,Free / Paid,Andrew Ng,4.6,463538,28,Intermediate
Online Course,Coursera,cybercrime,Free / Paid,University Faculty,3.8,275015,50,Advanced
Online Course,Coursera,cybergis,Free / Paid,Meta AI,3.5,290055,50,Advanced
Online Course,Coursera,cybersafe-exam-cbs-510-cnx0024,Free / Paid,DeepLearning.AI,4.1,241420,7,Beginner
Online Course,Coursera,cybersec-first-responder-advanced-address-cnx0021,Free / Paid,Microsoft Learn,3.6,76780,46,Advanced
Online Course,Coursera,cybersec-first-responder-advanced-analyze-cnx0021,Free / Paid,Andrew Ng,4.2,406324,34,Advanced
Online Course,Coursera,cybersec-first-responder-advanced-attack-cnx0021,Free / Paid,Andrew Ng,3.6,233082,42,Advanced
